"","sentence","sentiment","score1","emotion","score2"
"4115","This House will hardly believe it, but I tell them, that this traffic in human flesh was as well kept up, they were in effect as regularly sold to these Manchester manufacturers as slaves are sold to the cotton grower in the United States.","disgust","0.0232504068821204","positive","0.0232504068821204"
"4116","In 'the cotton trade was at its zenith.'.","trust","0.14265335235378","negative","0"
"4117","The manufacturers again found that they were short of hands.","joy","0.110987791342952","positive","0.110987791342952"
"4120","The surplus population was 'absorbed.'","anger","0","positive","0.249376558603491"
"4121","The Bury Guardian said, on the completion of the French treaty, that additional hands could be absorbed by Lancashire, and","anticipation","0.0526038926880589","positive","0.157811678064177"
"4123","After the flesh agents and sub agents had in vain sought through the agricultural districts, a deputation came up to London, and waited on the right hon.","disgust","0.0384467512495194","negative","0"
"4124","gentleman Mr. Villiers, President of the Poor Law Board with a view of obtaining poor children from certain union houses for the mills of Lancashire.","trust","0.124947938359017","positive","0.083298625572678"
"4125","What experience shows to the capitalist generally is a constant excess of population,.e.","trust","0.0832639467110741","positive","0.249791840133222"
"4126",", an excess in relation to the momentary requirements of surplus labour absorbing capital, although this excess is made up of generations of human beings stunted, short lived, swiftly replacing each other, plucked, so to say, before maturity.","anger","0","negative","0.0540394487976223"
"4127","And, indeed, experience shows to the intelligent observer with what swiftness and grip the capitalist mode of production, dating, historically speaking, only from yesterday, has seized the vital power of the people by the very root shows how the degeneration of the industrial population is only retarded by the constant absorption of primitive and physically uncorrupted elements from the country","trust","0.033892560582952","positive","0.101677681748856"
"4128","shows how even the country labourers, in spite of fresh air and the principle of natural selection, that works so powerfully amongst them, and only permits the survival of the strongest, are already beginning to die off.","fear","0.0555401277422938","negative","0.0555401277422938"
"4129","Capital that has such good reasons for denying the sufferings of the legions of workers that surround it, is in practice moved as much and as little by the sight of the coming degradation and final depopulation of the human race, as by the probable fall of the earth into the sun.","anticipation","0.0980199960792002","negative","0.0784159968633601"
"4130","In every stockjobbing swindle every one knows that some time or other the crash must come, but every one hopes that it may fall on the head of his neighbour, after he himself has caught the shower of gold and placed it in safety.","sadness","0.0465008137642409","negative","0.0465008137642409"
"4131","is the watchword of every capitalist and of every capitalist nation.","trust","0.0999000999000999","positive","0.0999000999000999"
"4132","Hence Capital is reckless of the health or length of life of the labourer, unless under compulsion from society.","anger","0.111049416990561","negative","0.111049416990561"
"4133","To the out cry as to the physical and mental degradation, the premature death, the torture of over work, it answers: Ought these to trouble us since they increase our profits?","sadness","0.0999666777740753","negative","0.133288903698767"
"4134","But looking at things as a whole, all this does not, indeed, depend on the good or ill will of the individual capitalist.","anticipation","0.0908677873693775","positive","0.0908677873693775"
"4135","Free competition brings out the inherent laws of capitalist production, in the shape of external coercive laws having power over every individual capitalist.","anticipation","0.0908677873693775","positive","0.136301681054066"
"4136","The establishment of a normal working day is the result of centuries of struggle between capitalist and labourer.","anger","0.0587889476778366","positive","0.117577895355673"
"4137","The history of this struggle shows two opposed tendencies.","anger","0.249687890137328","negative","0.249687890137328"
"4138",", the English factory legislation of our time with the English labour Statutes from the th century to well into the middle of the th.","anticipation","0.041649312786339","negative","0"
"4139","Whilst the modern Factory Acts compulsorily shortened the working day, the earlier statutes tried to lengthen it by compulsion.","anger","0.0555247084952804","negative","0.0555247084952804"
"4140","Of course the pretensions of capital in embryo when, beginning to grow, it secures the right of absorbing a quantum sufficit of surplus labour, not merely by the force of economic relations, but by the help of the State appear very modest when put face to face with the concessions that, growling and struggling, it has to make in its adult condition.","anger","0.0327815112276676","negative","0.0491722668415014"
"4141","It takes centuries ere the free labourer, thanks to the development of capitalistic production, agrees,.e., is compelled by social conditions, to sell the whole of his active life.","anticipation","0.0370233246945576","positive","0.0370233246945576"
"4142","his very capacity for work, for the price of the necessaries of life, his birth right for a mess of pottage.","anticipation","0.0499750124937531","negative","0.0499750124937531"
"4143","Hence it is natural that the lengthening of the working day, which capital, from the middle of the th to the end of the th century, tries to impose by State measures on adult labourers, approximately coincides with the shortening of the working day which, in the second half of the th century, has here and there been effected by the State to prevent the coining of children's blood into capital.","fear","0.0142836737608913","positive","0.0142836737608913"
"4144","That which to day,.g., in the State of Massachusetts, until recently the freest State of the North American Republic, has been proclaimed as the statutory limit of the labour of children under was in England, even in the middle of the th century, the normal working day of able bodied artisans, robust labourers, athletic blacksmiths.","anger","0","positive","0.0555452693945566"
"4146",", found its immediate pretext (not its cause, for legislation of this kind lasts centuries after the pretext for it has disappeared) in the great plague that decimated the people, so that, as a Tory writer says, The difficulty of getting men to work on reasonable terms (i.e., at a price that left their employers a reasonable quantity of surplus labour) grew to such a height as to be quite intolerable.","anger","0.0285673475217826","negative","0.0428510212826739"
"4147","Reasonable wages were, therefore, fixed by law as well as the limits of the working day.","trust","0.133244503664224","positive","0.133244503664224"
"4149","The working day for all artificers and field labourers from March to September ought, according to this statute (which, however, could not be enforced), to last from in the morning to between and in the evening.","anger","0","positive","0.0571265352756355"
"4150","But the meal times consist of hour for breakfast, hours for dinner, and an hour for noon meate, .e., exactly twice as much as under the factory acts now in force.","anger","0.0333222259246918","positive","0.0666444518493835"
"4151","In winter, work was to last from in the morning until dark, with the same intervals.","sadness","0.0666222518321119","negative","0"
"4152","A statute of Elizabeth of leaves the length of the working day for all labourers hired for daily or weekly wage untouched, but aims at limiting the intervals to hours in the summer, or to in the winter.","anticipation","0.0270197243988111","positive","0.0270197243988111"
"4153","Dinner is only to last hour, and the afternoon sleep of half an hour is only allowed between the middle of May and the middle of August.","anger","0","positive","0.0768935024990388"
"4154","For every hour of absence.","fear","0.249376558603491","negative","0.249376558603491"
"4156","In practice, however, the conditions were much more favourable to the labourers than in the statute book.","anger","0","positive","0.0624609618988132"
"4157","William Petty, the father of Political Economy, and to some extent the founder of Statistics, says in a work that he published in the last third of the th century: Labouring men (then meaning field labourers) work hours per diem, and make meals per week, viz.","trust","0.0444345700955343","negative","0.0222172850477672"
"4158",", a day for working days, and on Sundays; whereby it is plain, that if they could fast on Friday nights, and dine in one hour and an half, whereas they take two, from eleven to one; thereby thus working more, and spending less, the above mentioned (tax) might be raised.","sadness","0.01999600079984","negative","0.01999600079984"
"4159","Was not Dr. Andrew Ure right in crying down the hours' bill of as a retrogression to the times of the dark ages?","sadness","0.0908677873693775","negative","0.0454338936846888"
"4160","It is true these regulations contained in the statute mentioned by Petty, apply also to apprentices.","anger","0","negative","0.0666222518321119"
"4161","But the condition of child labour, even at the end of the th century, is seen from the following complaint: 'Tis not their practice (in Germany) as with us in this kingdom, to bind an apprentice for seven years; three or four is their common standard: and the reason is, because they are educated from their cradle to something of employment, which renders them the more apt and docile, and consequently the more capable of attaining to a ripeness and quicker proficiency in business.","anticipation","0.0361402240693892","positive","0.0843271894952415"
"4162","Whereas our youth, here in England, being bred to nothing before they come to be apprentices, make a very slow progress and require much longer time wherein to reach the perfection of accomplished artists.","anticipation","0.121175401393517","positive","0.121175401393517"
"4163","Still, during the greater part of the th century, up to the epoch of Modern Industry and machinism, capital in England had not succeeded in seizing for itself, by the payment of the weekly value of labour power, the whole week of the labourer, with the exception, however, of the agricultural labourers.","anger","0","negative","0.01960399921584"
"4164","The fact that they could live for a whole week on the wage of four days, did not appear to the labourers a sufficient reason that they should work the other two days for the capitalist.","trust","0.0285632676378178","positive","0.0571265352756355"
"4165","One party of English economists, in the interest of capital, denounces this obstinacy in the most violent manner, another party defends the labourers.","anger","0.0454338936846888","negative","0.0454338936846888"
"4166",", to the contest between Postlethwayt whose Dictionary of Trade then had the same reputation as the kindred works of MacCulloch and MacGregor to day, and the author (already quoted) of the Essay on Trade and Commerce.","trust","0.138850319355735","positive","0.0833101916134407"
"4167","Postlethwayt says among other things: We cannot put an end to those few observations, without noticing that trite remark in the mouth of too many; that if the industrious poor can obtain enough to maintain themselves in five days, they will not work the whole six.","surprise","0.0222172850477672","negative","0"
"4168","Whence they infer the necessity of even the necessaries of life being made dear by taxes, or any other means, to compel the working artisan and manufacturer to labour the whole six days in the week, without ceasing.","sadness","0.0270197243988111","positive","0.108078897595245"
"4169","I must beg leave to differ in sentiment from those great politicians, who contend for the perpetual slavery of the working people of this kingdom; they forget the vulgar adage, all work and no play.","sadness","0.0882093501911203","negative","0.147015583651867"
"4170","Have not the English boasted of the ingenuity and dexterity of her working artists and manufacturers which have heretofore given credit and reputation to British wares in general?","trust","0.0740466493891151","positive","0.14809329877823"
"4171","What has this been owing to?","anger","0.199600798403194","negative","0.199600798403194"
"4172","To nothing more probably than the relaxation of the working people in their own way.","anger","0","positive","0.142755174875089"
"4173","Were they obliged to toil the year round, the whole six days in the week, in a repetition of the same work, might it not blunt their ingenuity, and render them stupid instead of alert and dexterous; and might not our workmen lose their reputation instead of maintaining it by such eternal slavery?.","anger","0.038454143433955","negative","0.0576812151509325"
"4174","And what sort of workmanship could we expect from such hard driven animals?.","anticipation","0.0832639467110741","positive","0.0832639467110741"
"4176","But if Englishmen are to be eternal drudges, 'tis to be feared they will degenerate below the Frenchmen.","anger","0","negative","0.0587889476778366"
"4177","As our people are famed for bravery in war, do we not say that it is owing to good English roes beef and pudding in their bellies, as well as their constitutional spirit of liberty?","trust","0.117612466921494","positive","0.147015583651867"
"4178","And why may not the superior ingenuity and dexterity of, our artists and manufacturers, be owing to that freedom and liberty to direct themselves in their own way, and I hope we shall never have them deprived of such privileges and","trust","0.0999750062484379","positive","0.124968757810547"
"4179","that good living from whence","anticipation","0.249376558603491","positive","0.249376558603491"
"4180","their ingenuity no less than their courage may proceed.","anger","0","positive","0.124843945068664"
"4181","Thereupon the author of the Essay on Trade and Commerce replies: If the making of every seventh day an holiday is supposed to be of divine institution, as it implies the appropriating the other six days to labour (he means capital as we shall soon see) surely it will not be thought cruel to enforce it.","trust","0.0545355389929104","positive","0.0545355389929104"
"4182","That mankind in general, are naturally inclined to ease and indolence","trust","0.0999000999000999","positive","0.1998001998002"
"4183",", we fatally experience to be true, from the conduct of our manufacturing populace, who do not labour, upon an average, above four days in a week, unless provisions happen to be very dear.","anticipation","0.0302938503483793","positive","0.0302938503483793"
"4185","the bushel of wheat shall cost five shillings and that he (a manufacturer) earns a shilling by his labour, he then would be obliged to work five days only in a week.","anger","0","positive","0.0322476620445018"
"4186","If the bushel of wheat should cost but four shillings, he would be obliged to work but four days; but as wages in this kingdom are much higher in proportion to the price of necessaries.","joy","0.0294031167303734","positive","0.0294031167303734"
"4187","the manufacturer, who labours four days, has a surplus of money to live idle with the rest of the week .","anger","0.0499750124937531","positive","0.149925037481259"
"4188","I hope I have said enough to make it appear that the moderate labour of six days in a week is no slavery.","anger","0.0454338936846888","positive","0.0908677873693775"
"4189","Our labouring people do this, and to all appearance are the happiest of all our labouring poor, but the Dutch do this in manufactures, and appear to be a very happy people.","anticipation","0.0322476620445018","positive","0.0322476620445018"
"4191","But our populace have adopted a notion, that as Englishmen they enjoy a birthright privilege of being more free and independent than in any country in Europe.","anticipation","0.0384467512495194","positive","0.0768935024990388"
"4192","Now this idea, as far as it may affect the bravery of our troops, may be of some use; nut the less the manufacturing poor have of it, certainly the better for themselves and for the State.","anger","0","positive","0.0277700638711469"
"4194","It is extremely dangerous to encourage mobs in a commercial state like ours, where, perhaps, seven parts out of eight of the whole, are people with little or no property.","fear","0.0344708721130645","negative","0.0344708721130645"
"4195","The cure will not be perfect, till our manufacturing poor are contented to labour six days for the same sum which they now earn in four days.","anticipation","0.0384467512495194","positive","0.0768935024990388"
"4196","To this end, and for extirpating idleness debauchery and excess, promoting a spirit of industry, lowering the price of labour in our manufactories, and easing the lands of the heavy burden of poor's rates, our faithful Eckart of capital proposes this approved device: to shut up such labourers as become dependent on public support, in a word, paupers, in an ideal workhouse.","trust","0.0491722668415014","positive","0.081953778069169"
"4197","Such ideal workhouse must be made a House of Terror, and not an asylum for the poor, where they are to be plentifully fed, warmly and decently clothed, and where they do but little work.''","fear","0.0588062334607468","negative","0.0588062334607468"
"4198","In this House of Terror, this ideal workhouse, the poor shall work hours in a day, allowing proper time for meals, in such manner that there shall remain hours of neat labour.","anticipation","0.0322476620445018","negative","0.0322476620445018"
"4199","Twelve working hours daily in the Ideal Workhouse, in the House of Terror of years later, in when the English Parliament reduced the working day for children of to in four branches of industry to full hours, the judgment day of English Industry had dawned!","anticipation","0.0227221086116792","positive","0.0454442172233583"
"4200","In when Louis Bonaparte sought to secure his position with the bourgeoisie by tampering with the legal working day, the French working people cried out with one voice the law that limits the working day to hours is the one good that has remained to us of the legislation of the Republic!","trust","0.0588119976475201","positive","0.0588119976475201"
"4201","At rich the work of children over is limited to hours; in Aargau in the work of children between and was reduced from to hours; in Austria in for children between and the same reduction was made.","anger","0.0277700638711469","negative","0.0277700638711469"
"4202","What a progress, since Macaulay would shout with exultation!","anger","0.124843945068664","positive","0.124843945068664"
"4203","The House of Terror for paupers of which the capitalistic soul of only dreamed, was realised a few years later in the shape of a gigantic Workhouse for the industrial worker himself.","fear","0.0322476620445018","positive","0.0644953240890035"
"4205","And the ideal this time fades before the reality.","anticipation","0.124843945068664","negative","0"
"4206","After capital had taken centuries in extending the working day to its normal maximum limit, and then beyond this to the limit of the natural day of hours, there followed on the birth of machinism and modern industry in the last third of the th century, a violent encroachment like that of an avalanche in its intensity and extent.","fear","0.0689536286847095","negative","0.0517152215135322"
"4207","All bounds of morals and nature, age and sex, day and night, were broken down.","anger","0.142755174875089","positive","0.142755174875089"
"4208","Even the ideas of day and night, of rustic simplicity in the old statutes, became so confused that an English judge, as late as needed a quite Talmudic sagacity to explain judicially what was day and what was night.","sadness","0.0263088660878716","negative","0.0263088660878716"
"4209","Capital celebrated its orgies.","anticipation","0.332225913621262","positive","0.332225913621262"
"4210","As soon as the working class, stunned at first by the noise and turmoil of the new system of production, recovered, in some measure, its senses, its resistance began, and first in the native land of machinism, in England.","anger","0.0526177321757432","negative","0.105235464351486"
"4211","For years, however, the concessions conquered by the workpeople were purely nominal.","trust","0.0908265213442325","positive","0.0908265213442325"
"4212","Parliament passed labour Laws between and but was shrewd enough not to vote a penny for their carrying out, for the requisite officials, andc.","trust","0.0869187309865276","positive","0.0869187309865276"
"4213","They remained a dead letter.","anticipation","0.249376558603491","negative","0"
"4214","The fact is, that prior to the Act of young persons and children were worked all night, all day, or both ad libitum.","anticipation","0.0454338936846888","positive","0.0454338936846888"
"4215","A normal working day for modern industry only dates from the Factory Act of which included cotton, wool, flax, and silk factories.","anger","0","positive","0.14278914802475"
"4216","Nothing is more characteristic of the spirit of capital than the history of the English Factory Acts from to.","anger","0","positive","0.0555247084952804"
"4217","The Act of declares the ordinary factory working day to be from half past five in the morning to half past eight in the evening and within these limits, a period of hours, it is lawful to employ young persons (i.e., persons between and years of age), at any time of the day, provided no one individual young person should work more than hours in any one day, except in certain cases especially provided for.","anticipation","0.0270233752195649","positive","0.0405350628293474"
"4220","The employment of children under with exceptions mentioned later was forbidden; the work of children between and was limited to hours a day, night work,.e., according to this Act, work between.m.","anger","0.0333222259246918","negative","0.0333222259246918"
"4222","The law makers were so far from wishing to trench on the freedom of capital to exploit adult labour power, or, as they called it, the freedom of labour, that they created a special system in order to prevent the Factory Acts from having a consequence so outrageous.","trust","0.0638162093171666","positive","0.0425441395447777"
"4223","The great evil of the factory system as at present conducted, says the first report of the Central Board of the Commission of June th has appeared to us to be that it entails the necessity of continuing the labour of children to the utmost length of that of the adults.","trust","0.0599880023995201","negative","0.01999600079984"
"4224","The only remedy for this evil, short of the limitation of the labour of adults which would, in our opinion, create an evil greater than that which is sought to be remedied, appears to be the plan of working double sets of children.","anticipation","0.0476077124494168","positive","0.0952154248988336"
"4225","Under the name of System of Relays, this plan was therefore carried out, so that,.g.","anticipation","0.0713775874375446","negative","0"
"4228","In order to reward the manufacturers for having, in the most barefaced way, ignored all the Acts as to children's labour passed during the last twenty two years, the pill was yet further gilded for them.","trust","0.0571265352756355","positive","0.0571265352756355"
"4229","Parliament decreed that after March st, no child under after March st","anticipation","0.0908265213442325","positive","0.181653042688465"
"4230","no child under and after March st, no child under was to work more than eight hours in a factory.","anticipation","0.0526038926880589","positive","0.105207785376118"
"4231","This liberalism, so full of consideration for capital, was the more noteworthy as.","anger","0","positive","0.0832639467110741"
"4233",", in a word, the most distinguished physicians and surgeons in London, had declared in their evidence before the House of Commons, that there was danger in delay.","fear","0.0740466493891151","negative","0.0740466493891151"
"4235","Legislation is necessary for the prevention of death, in any form in which it can be prematurely inflicted, and certainly this (i.e., the factory method) must be viewed as a most cruel mode of inflicting it.","anger","0.0571265352756355","negative","0.0571265352756355"
"4236","That same reformed Parliament, which in its delicate consideration for the manufacturers, condemned children under for years to come, to hours of work per week in the Factory Hell, on the other hand, in the Emancipation Act, which also administered freedom drop by drop, forbade the planters, from the outset, to work any negro slave more than hours a week.","sadness","0.0508388408744281","negative","0.0508388408744281"
"4237","But in no wise conciliated, capital now began a noisy agitation that went on for several years.","anger","0.124921923797626","negative","0.124921923797626"
"4238","It turned chiefly on the age of those who, under the name of children, were limited to hours' work, and were subject to a certain amount of compulsory education.","anger","0.0357015351660121","negative","0.107104605498036"
"4239","According to capitalistic anthropology, the age of childhood ended at or at the outside, at.","joy","0.0713775874375446","positive","0.0713775874375446"
"4240","The more nearly the time approached for the coming into full force of the Factory Act, the fatal year the more wildly raged the mob of manufacturers.","anger","0.115340253748558","negative","0.115340253748558"
"4241","They managed, in fact, to intimidate the government to such an extent that in it proposed to lower the limit of the age of childhood from to.","fear","0.0768935024990388","negative","0.115340253748558"
"4242","In the meantime the pressure from without grew more threatening.","anger","0.110987791342952","negative","0.221975582685905"
"4243","Courage failed the House of Commons.","anger","0","positive","0.199600798403194"
"4244","It refused to throw children of under the Juggernaut Car of capital for more than hours a day, and the Act of came into full operation.","fear","0.039984006397441","negative","0.039984006397441"
"4246","In the ten years during which it regulated factory work, first in part, and then entirely, the official reports of the factory inspectors teem with complaints as to the impossibility of putting the Act into force.","anger","0.0285632676378178","negative","0.0285632676378178"
"4247","As the law of left it optional with the lords of capital during the hours, from a.m. to .m., to make every young person, and every child begin, break off, resume, or end his or hours at any moment they liked, and also permitted them to assign to different persons, different times for meals, these gentlemen soon discovered a new system of relays, by which the labour horses were not changed at fixed stations, but were constantly re harnessed at changing stations.","trust","0.0493766201703493","positive","0.037032465127762"
"4248","We do not pause longer on the beauty of this system, as we shall have to return to it later.","joy","0.0526038926880589","positive","0.0526038926880589"
"4249","But this much is clear at the first glance: that this system annulled the whole Factory Act, not only in the spirit, but in the letter.","anticipation","0.039984006397441","positive","0.039984006397441"
"4250","How could factory inspectors, with this complex bookkeeping in respect to each individual child or young person, enforce the legally determined work time and the granting of the legal mealtimes?","anticipation","0.137883488452258","positive","0.206825232678387"
"4252","In an interview with the Home Secretary, the factory inspectors demonstrated the impossibility of any control under the newly invented relay system.","trust","0.0475963826749167","negative","0"
"4254","The factory hands, especially since had made the Ten Hours' Bill their economic, as they had made the Charter their political, election cry.","sadness","0.0454338936846888","negative","0.0454338936846888"
"4255","Some of the manufacturers, even, who had managed their factories in conformity with the Act of overwhelmed Parliament with memorials on the immoral competition of their false brethren whom greater impudence, or more fortunate local circumstances, enabled to break the law.","sadness","0.0749812546863284","negative","0.0749812546863284"
"4256","Moreover, however much the individual manufacturer might give the rein to his old lust for gain, the spokesmen and political leaders of the manufacturing class ordered a change of front and of speech towards the workpeople.","anticipation","0.0571265352756355","positive","0.0856898029134533"
"4257","They had entered upon the contest for the repeal of the Corn Laws, and needed the workers to help them to victory.","anticipation","0.0475963826749167","positive","0.0475963826749167"
"4258","They promised therefore, not only a double sized loaf of bread, but the enactment of the Ten Hours' Bill in the Free trade millennium.","trust","0.0434593654932638","negative","0.0434593654932638"
"4259","Thus they still less dared to oppose a measure intended only to make the law of a reality.","trust","0.117577895355673","negative","0.0587889476778366"
"4260","Threatened in their holiest interest, the rent of land, the Tories thundered with philanthropic indignation against the nefarious practices of their foes.","disgust","0.0951927653498334","negative","0.0951927653498334"
"4264","They were placed in every respect on the same footing as the young persons, their worktime limited to twelve hours, their night labour forbidden, andc.","anticipation","0.083298625572678","positive","0.083298625572678"
"4265","For the first time, legislation saw itself compelled to control directly and officially the labour of adults.","anticipation","0.0624609618988132","negative","0"
"4266","In the Factory Report of it is said with irony: No instances have come to my knowledge of adult women having expressed any regret at their rights being thus far interfered with.","sadness","0.0322476620445018","negative","0.0322476620445018"
"4267","The working time of children under was reduced to and in certain circumstances to hours a day.","anticipation","0.0624609618988132","positive","0.0624609618988132"
"4268","To get rid of the abuses of the spurious relay system, the law established besides others","trust","0.133244503664224","negative","0.0666222518321119"
"4269","the following important regulations: That the hours of work of children and young persons shall be reckoned from the time when any child or young person shall begin to work in the morning.","anticipation","0.0937207122774133","positive","0.0937207122774133"
"4271","The time shall be regulated by a public clock, for example, the nearest railway clock, by which the factory clock is to be set.","anticipation","0.130378096479791","positive","0.0434593654932638"
"4272","The occupier is to hang up a legible printed notice stating the hours for the beginning and ending of work and the times allowed for the several meals.","anger","0","positive","0.0370233246945576"
"4275","Of the hour and a half for meal times, one hour thereof at the least shall be given before three of the clock in the afternoon.","anticipation","0.039984006397441","negative","0"
"4277","No child or young person shall be employed more than five hours before I.m.","anticipation","0.153727901614143","positive","0.153727901614143"
"4278","without an interval for meal time of at least minutes.","anticipation","0.110987791342952","negative","0"
"4279","No child or young person or female shall be employed or allowed to remain in any room in which any manufacturing process is then .e., at mealtimes carried on, andc.","anticipation","0.0689417442261289","positive","0.103412616339193"
"4280","It has been seen that these minutiae, which, with military uniformity, regulate by stroke of the clock the times, limits, pauses of the work were not at all the products of Parliamentary fancy.","anticipation","0.0624804748516089","positive","0.0624804748516089"
"4281","They developed gradually out of circumstances as natural laws of the modern mode of production.","anticipation","0.0713775874375446","positive","0.0713775874375446"
"4282","Their formulation, official recognition, and proclamation by the State, were the result of a long struggle of classes.","anticipation","0.117577895355673","negative","0.0587889476778366"
"4283","One of their first consequences was that in practice the working day of the adult males in factories became subject to the same limitations, since in most processes of production the co operation of the children.","anticipation","0.0285632676378178","positive","0.0856898029134533"
"4284","young persons, and women is indispensable.","anticipation","0.199600798403194","positive","0.199600798403194"
"4285","On the whole, therefore, during the period from to the hours' working day became general and uniform in all branches of industry under the Factory Act.","trust","0.039984006397441","positive","0.079968012794882"
"4286","The manufacturers, however, did not allow this progress without a compensating retrogression.","anticipation","0.0908265213442325","positive","0.0908265213442325"
"4287","At their instigation the House of Commons reduced the minimum age for exploitable children from to in order to assure that additional supply of factory children which is due to capitalists, according to divine and human law.","trust","0.0555401277422938","negative","0.0555401277422938"
"4289","The Repeal of the Corn Laws, and of the duties on cotton and other raw material; Free trade proclaimed as the guiding star of legislation; in a word, the arrival of the millennium.","trust","0.0937207122774133","positive","0.0624804748516089"
"4290","On the other hand, in the same years, the Chartist movement and the hours' agitation reached their highest point.","anger","0.0555247084952804","negative","0.111049416990561"
"4291","They found allies in the Tories panting for revenge.","anger","0.124843945068664","negative","0.124843945068664"
"4292","Despite the fanatical opposition of the army of perjured Free traders, with Bright and Cobden at their head, the Ten Hours' Bill, struggled for so long, went through Parliament.","anger","0.0357015351660121","negative","0.0357015351660121"
"4293","The new Factory Act of June th, enacted that on July st, there should be a preliminary shortening of the working day for young persons (from to, and all females to hours, but that on May st, there should be a definite limitation of the working day to hours.","anticipation","0.0416579879191835","positive","0.0416579879191835"
"4294","In other respects, the Act only amended and completed the Acts of and.","trust","0.0832639467110741","positive","0.0832639467110741"
"4295","Capital now entered upon a preliminary campaign in order to hinder the Act from coming into full force on May st,.","anticipation","0.0999500249875062","negative","0.0499750124937531"
"4296","And the workers themselves, under the presence that they had been taught by experience, were to help in the destruction of their own work.","anger","0.0434593654932638","negative","0.0434593654932638"
"4297","The moment was cleverly chosen.","anger","0","positive","0.249376558603491"
"4298","It must be remembered, too, that there has been more than two years of great suffering (in consequence of the terrible crisis of among the factory operatives, from many mills having worked short time, and many being altogether closed.","disgust","0.0526177321757432","negative","0.0789265982636148"
"4299","A considerable number of the operatives must therefore be in very narrow circumstances many, it is to be feared, in debt; so that it might fairly have been presumed that at the present time they would prefer working the longer time, in order to make up for past losses, perhaps to pay off debts, or get their furniture out of pawn, or replace that sold, or to get a new supply of clothes for themselves and their families.","trust","0.0649266329048176","positive","0.0908972860667446"
"4300","The manufacturers tried to aggravate the natural effect of these circumstances by a general reduction of wages by.","joy","0.0587889476778366","positive","0.117577895355673"
"4301","This was done so to say, to celebrate the inauguration of the new Free trade era.","trust","0.133244503664224","positive","0.0666222518321119"
"4302","Then followed a further reduction of as soon as the working day was shortened to and a reduction of double that amount as soon as it was finally shortened to hours.","anticipation","0.0333222259246918","positive","0.0666444518493835"
"4303","Wherever, therefore, circumstances allowed it, a reduction of wages of at least took place.","joy","0.0768639508070715","positive","0.0768639508070715"
"4304","Under such favourably prepared conditions the agitation among the factory workers for the repeal of the Act of was begun.","anticipation","0.105207785376118","negative","0.0526038926880589"
"4305","Neither lies, bribery, nor threats were spared in this attempt","anticipation","0.110987791342952","negative","0.110987791342952"
"4307","Concerning the half dozen petitions in which workpeople were made to complain of their oppression by the Act, the petitioners themselves declared under oral examination, that their signatures had been extorted from them.","anger","0.0624804748516089","negative","0.0937207122774133"
"4309","But if the manufacturers did not succeed in making the workpeople speak as they wished, they themselves shrieked all the louder in press and Parliament in the name of the workpeople.","trust","0.0666444518493835","positive","0.0333222259246918"
"4310","They denounced the Factory Inspectors as a kind of revolutionary commissioners like those of the French National Convention ruthlessly sacrificing the unhappy factory workers to their humanitarian crotchet.","joy","0.0740466493891151","positive","0.14809329877823"
"4312","Factory Inspector Leonard Homer conducted in his own person, and through his sub inspectors, many examinations of witnesses in the factories of Lancashire.","anger","0","positive","0.0454338936846888"
"4313","About of the workpeople examined declared in favour of hours, a much smaller percentage in favour of and an altogether insignificant minority for the old hours.","anger","0.039984006397441","negative","0.079968012794882"
"4314","Another friendly dodge was to make the adult males work to hours, and then to blazon abroad this fact as the best proof of what the proletariat desired in its heart of hearts.","trust","0.0937207122774133","positive","0.0312402374258044"
"4315","But the ruthless Factory Inspector Leonard Homer was again to the fore.","anger","0.0908265213442325","positive","0.181653042688465"
"4316","The majority of the over times declared: They would much prefer working ten hours for less wages, but that they had no choice; that so many were out of employment (so many spinners getting very low wages by having to work as piecers, being unable to do better), that if they refused to work the longer time, others would immediately get their places, so that it was a question with them of agreeing to work the longer time, or of being thrown out of employment altogether.","trust","0.0352899658863663","positive","0.0941065756969768"
"4317","The preliminary campaign of capital thus came to grief, and the Ten Hours' Act came into force May st,.","anger","0.0555247084952804","negative","0.111049416990561"
"4318","But meanwhile the fiasco of the Chartist party whose leaders were imprisoned, and whose organisation was dismembered, had shaken the confidence of the English working class in its own strength.","fear","0.0689417442261289","positive","0.103412616339193"
"4319","Soon after this the June insurrection in Paris and its bloody suppression united, in England as on the Continent, all fractions of the ruling classes, landlords and capitalists, stock exchange wolves and shop keepers, Protectionists and Freetraders, government and opposition, priests and freethinkers, young whores and old nuns, under the common cry for the salvation of Property, Religion, the Family and Society.","anger","0.0655630224553352","negative","0.0983445336830028"
"4320","The working class was everywhere proclaimed, placed under a ban, under a virtual law of suspects.","trust","0.0666222518321119","negative","0.0666222518321119"
"4321","The manufacturers had no need any longer to restrain themselves.","anger","0.110987791342952","negative","0.110987791342952"
"4322","They broke out in open revolt not only against the Ten Hours' Act, but against the whole of the legislation that since had aimed at restricting in some measure the free exploitation of labour power.","anger","0.0294031167303734","negative","0.0588062334607468"
"4323","It was a pro slavery rebellion in miniature, carried on for over two years with a cynical recklessness, a terrorist energy all the cheaper because the rebel capitalist risked nothing except the skin of his hands.","anger","0.142816338189089","negative","0.114253070551271"
